Division;Club;Player;Best Pos;Sec. Position;Position;Age;Height;Wage;Transfer Value;Left Foot;Right Foot;Rating;PoM;Minutes;Goals;Mins/Gl;Goals per 90 minutes;xG;NP-xG;xG-OP;xG/90;Conv %;xG/shot;Shot/90;ShT/90;Shots From Outside The Box Per 90 minutes;Shot %;Goals From Outside The Box;Pens;Pen/R;Assists;Asts/90;xA;xA/90;Pas %;Ps A/90;Ch C/90;OP-KP/90;Pr passes/90;Crs A/90;Cr C/90;Cr C/A;OP-Crs A/90;OP-Crs C/90;OP-Cr %;Drb/90;Fouls Against;Off;Poss Lost/90;Poss Won/90;Tck/90;Int/90;Pres A/90;Tck R;Tck A;K Tck;Blk/90;Clr/90;Shts Blckd/90;Fouls Made;Yel;Red cards;Dist/90;Sprints/90;Recurring Injury;Injury Susceptibility;Aer A/90;Hdr %;K Hdrs/90;Clean Sheets;xGP;MLG;Sv %;Svh;Svp;Svt;Goals Conceded;Pens Faced;Pens Saved Ratio;Tgls/90;Tcon/90
Second Division;R. Santander;Yeray Cabanzón;AM (R);M (RL), AM (L);M/AM (RLC);23;"5'7""";£3.2K - £5K p/w;£100K - £1M;Very Strong;Reasonable;6.83;0;1009;0;0;0.0;0.96;0.96;-0.96;0.1;0%;0.0685714285714286;1.2;0.3;0.5;21%;1;0;0;3;0.3;2.45;0.2;88%;45.8;0.4;1.9;3.9;9.2;2.2;24;5.2;1.7;33;2.8;8;1;19.0;3.0;1.2;1.9;9.4;87;15;0;0.4;0.4;0.0;9;0;0;11.0;17.0;No recurring injuries;Below Average;3.2;25;0.1;0;0;0;0;0;0;0;0;0;0;1.0;1.3
Eredivisie;Go Ahead Eagles;Dean James;D (L);;D/WB (L);26;"5'10""";£3.6K - £5.5K p/w;£500K - £5M;Very Strong;Fairly Strong;6.85;1;1620;0;0;0.0;0.59;0.59;-0.59;0.0;0%;0.0983333333333333;0.3;0.0;0.1;0%;0;0;0;2;0.1;1.72;0.1;89%;55.6;0.2;0.4;6.5;2.1;0.4;18;2.1;0.4;18;1.3;12;1;16.9;10.3;1.7;3.9;8.1;78;40;2;0.6;0.6;0.6;16;1;1;10.8;14.6;No recurring injuries;Average;3.3;56;0.0;0;0;0;0;0;0;0;0;0;0;0.7;1.0
Bundesliga 2;Karlsruher SC;Marcel Franke;D (C);;D (C);33;"6'4""";£5.75K - £8.5K p/w;£220K - £700K;Weak;Very Strong;7.00;0;1309;0;0;0.0;0.13;0.13;-0.13;0.0;0%;0.13;0.1;0.0;0.0;0%;0;0;0;2;0.1;0.4;0.0;92%;40.8;0.0;0.3;1.2;0.1;0.0;0;0.1;0.0;0;0.0;4;0;4.5;13.2;0.2;3.5;3.0;75;4;1;1.1;1.0;1.1;6;2;0;10.1;4.0;No recurring injuries;Above Average;5.6;72;1.8;0;0;0;0;0;0;0;0;0;0;1.0;0.9
Ligue 2 BKT;Amiens SC;Mario García;WB (L);M (L);D/WB/M (L);23;"5'8""";£3.2K - £5K p/w;£1.1M - £2.6M;Very Strong;Weak;6.73;2;1219;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0.4;0.0;91%;55.0;0.0;1.3;8.0;7.2;1.0;13;2.6;0.5;20;0.6;11;3;13.1;14.0;2.2;3.1;7.7;86;35;3;0.5;1.1;0.5;17;1;1;11.9;16.1;No recurring injuries;Below Average;2.3;61;0.2;0;0;0;0;0;0;0;0;0;0;1.1;1.0
Eredivisie;Go Ahead Eagles;Melle Meulensteen;DM;M (C);D (C), DM, M (C);27;"6'1""";£2.9K - £4.2K p/w;£700K - £7.2M;Weak;Very Strong;6.95;1;1927;0;0;0.0;0.93;0.93;-0.93;0.0;0%;0.11625;0.4;0.0;0.1;13%;0;0;0;2;0.1;2.33;0.1;90%;52.3;0.5;0.9;4.4;0.1;0.0;0;0.1;0.0;0;0.0;15;0;7.0;12.4;1.4;2.6;6.4;85;34;3;0.7;1.3;0.3;14;2;0;11.3;11.7;No recurring injuries;Below Average;3.1;57;0.4;0;0;0;0;0;0;0;0;0;0;0.8;1.0
Premier League;TND;Brayan Medina;D (C);;D (C);24;"6'5""";£1.6K - £2.5K p/w;Unknown;Very Weak;Very Weak;6.77;1;1260;0;0;0.0;0.47;0.47;-0.47;0.0;0%;0.1175;0.3;0.1;0.1;50%;0;0;0;0;0.0;0.43;0.0;91%;42.7;0.0;0.1;2.0;0.0;0.0;0;0.0;0.0;0;0.0;3;0;2.6;16.8;0.6;3.3;2.6;100;8;1;0.7;0.9;0.6;7;5;0;9.9;4.6;No recurring injuries;Below Average;6.6;66;1.5;0;0;0;0;0;0;0;0;0;0;1.4;1.3
Jupiler Pro League;Union SG;Ross Sykes;D (C);D (R);D (RC);27;"6'5""";£3.7K - £6K p/w;£350K - £3.5M;Weak;Very Strong;6.90;0;1657;0;0;0.0;0.63;0.63;-0.63;0.0;0%;0.105;0.3;0.1;0.1;17%;0;0;0;3;0.2;0.86;0.0;91%;48.3;0.3;0.3;4.8;1.3;0.3;25;1.3;0.3;25;0.4;10;1;7.5;10.4;1.4;2.8;5.9;79;33;1;0.8;1.2;0.5;26;3;0;11.3;11.9;No recurring injuries;Low;4.3;68;1.1;0;0;0;0;0;0;0;0;0;0;1.3;1.1
Ligue 1 McDonald's;Reims;Malcolm Jeng;D (C);D (L);D (LC);21;"6'3""";£9.5K - £11K p/w;£9.4M - £13.5M;Very Strong;Weak;6.84;0;1427;0;0;0.0;0.18;0.18;-0.18;0.0;0%;0.045;0.3;0.1;0.1;25%;0;0;0;1;0.1;1.01;0.1;90%;41.1;0.1;0.1;1.6;0.0;0.0;0;0.0;0.0;0;0.1;1;0;3.0;15.8;0.4;3.5;2.5;67;9;1;0.5;0.8;0.3;2;1;0;9.9;3.7;No recurring injuries;Below Average;6.1;80;1.3;0;0;0;0;0;0;0;0;0;0;1.0;1.4
Sky Bet Championship;Stoke;Lewis Baker;DM, M (C);;DM, M (C);31;"6'0""";£17.5K - £24K p/w;£600K - £6M;Fairly Strong;Very Strong;6.76;1;1334;0;0;0.0;0.38;0.38;-0.38;0.0;0%;0.076;0.3;0.1;0.1;20%;0;0;0;2;0.1;1.67;0.1;92%;36.2;0.2;1.0;4.6;0.5;0.1;14;0.1;0.1;50;0.0;11;0;12.0;8.9;1.1;2.0;3.9;94;17;3;0.5;0.7;0.1;3;2;0;8.1;7.6;No recurring injuries;Very Low;0.9;57;0.1;0;0;0;0;0;0;0;0;0;0;0.9;1.4
Sky Bet Championship;Preston;Lewis Gibson;D (C);;D (C);26;"6'2""";£11.5K - £15.5K p/w;£4.9M - £9.6M;Very Strong;Fairly Strong;6.73;0;2058;0;0;0.0;0.37;0.37;-0.37;0.0;0%;0.123333333333333;0.1;0.0;0.0;0%;0;0;0;0;0.0;0.87;0.0;91%;41.2;0.0;0.1;1.2;0.0;0.0;0;0.0;0.0;0;0.0;1;0;2.8;16.5;0.1;2.8;2.3;33;9;1;0.9;1.4;1.2;11;3;0;10.0;4.5;No recurring injuries;Above Average;5.2;66;0.9;0;0;2;0;0;0;0;0;0;0;0.8;1.2
First Division;Cádiz;Mario Climent;D (L);;D (L);24;"5'10""";£3.7K - £5.5K p/w;£150K - £1.5M;Very Strong;Reasonable;6.58;0;1135;0;0;0.0;0.2;0.2;-0.2;0.0;0%;0.05;0.3;0.1;0.2;25%;1;0;0;0;0.0;0.59;0.0;91%;56.9;0.0;1.0;7.6;1.9;0.5;25;1.9;0.5;25;1.2;6;1;14.7;10.9;1.9;2.9;7.1;80;30;1;0.6;0.8;0.2;21;3;0;11.5;16.7;No recurring injuries;Below Average;4.0;48;0.2;0;0;0;0;0;0;0;0;0;0;1.1;1.1
Sky Bet Championship;Swansea;Josh Tymon;D (L);;D/WB (L);27;"5'10""";£7.5K - £10K p/w;£4.7M - £7.6M;Very Strong;Weak;7.05;2;1859;0;0;0.0;0.28;0.28;-0.28;0.0;0%;0.0466666666666667;0.3;0.1;0.1;33%;1;0;0;4;0.2;3.47;0.2;89%;55.3;0.2;1.7;7.2;8.5;0.9;10;3.1;0.3;9;0.8;14;2;12.5;12.7;2.0;2.8;7.7;68;60;1;0.3;1.3;0.3;36;0;0;11.8;17.0;No recurring injuries;Low;3.3;72;0.4;0;0;0;0;0;0;0;0;0;0;1.3;1.3
Premier League;Coventry;Liam Kitching;D (C);D (L);D (LC);27;"6'3""";£14.25K - £21K p/w;£6.8M - £8.6M;Very Strong;Reasonable;6.74;0;1616;0;0;0.0;0.04;0.04;-0.04;0.0;0%;0.04;0.1;0.0;0.1;0%;0;0;0;0;0.0;0.03;0.0;93%;47.1;0.0;0.2;2.8;0.0;0.0;0;0.0;0.0;0;0.1;0;0;3.8;7.0;0.8;2.8;2.4;82;17;4;0.8;1.7;0.7;10;3;0;10.4;5.3;No recurring injuries;Average;3.7;69;0.4;0;0;1;0;0;0;0;0;0;0;1.2;1.9
Ligue 1 McDonald's;RC Lens;Ismaëlo Ganiou;D (C);;D (C);21;"6'1""";£9.5K - £11K p/w;£4.9M - £8.4M;Weak;Very Strong;6.84;0;1251;0;0;0.0;0.81;0.81;-0.81;0.1;0%;0.162;0.4;0.0;0.0;0%;0;0;0;0;0.0;0.1;0.0;92%;44.7;0.0;0.4;2.9;0.1;0.0;0;0.1;0.0;0;0.1;7;0;4.5;11.4;0.5;2.7;2.5;78;9;1;0.6;1.1;1.0;10;6;0;10.1;5.3;No recurring injuries;Below Average;5.0;61;0.6;0;0;0;0;0;0;0;0;0;0;0.8;0.6
Ligue 2 BKT;Grenoble;Rabby Nzingoula;M (C);;DM, M (C);21;"6'0""";£3.2K - £4.9K p/w;£300K - £2.9M;Reasonable;Very Strong;6.91;2;1138;0;0;0.0;0.51;0.51;-0.51;0.0;0%;0.0566666666666667;0.7;0.1;0.2;11%;0;0;0;2;0.2;1.22;0.1;89%;50.9;0.3;0.6;3.2;0.1;0.1;100;0.1;0.1;100;0.2;9;0;8.5;13.4;1.4;2.4;6.2;75;24;2;0.6;0.8;0.3;10;4;0;11.0;11.2;No recurring injuries;Below Average;2.0;24;0.2;0;0;0;0;0;0;0;0;0;0;0.9;0.9
Bundesliga 2;SSV Jahn Regensburg;Nicolas Oliveira;D (R);D/WB (L);D/WB (RL);22;"5'11""";£5.75K - £9.75K p/w;£180K - £1.8M;Reasonable;Very Strong;6.89;3;1518;0;0;0.0;0.54;0.54;-0.54;0.0;0%;0.09;0.4;0.1;0.1;17%;0;0;0;1;0.1;1.27;0.1;87%;51.9;0.2;0.8;7.6;1.8;0.2;10;1.8;0.2;10;0.7;20;2;15.3;10.2;1.7;3.7;7.4;74;38;2;0.4;1.0;1.0;13;1;0;11.4;16.0;No recurring injuries;Average;4.0;57;0.7;0;0;0;0;0;0;0;0;0;0;0.8;1.0
Sky Bet Championship;West Brom;Josh Griffiths;GK;;GK;25;"6'5""";£3.3K - £4.4K p/w;£2.2M - £4.8M;Weak;Very Strong;6.91;2;1980;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;88%;24.5;0.0;0.0;0.1;0.0;0.0;0;0.0;0.0;0;0.0;14;0;7.6;4.0;0.1;0.0;0.0;67;3;0;0.0;4.2;0.0;0;0;0;5.7;0.0;No recurring injuries;Low;0.0;0;0.0;7;4.69;0;79;24;34;15;20;3;67;1.2;0.9
Sky Bet Championship;Norwich;Kellen Fisher;D/WB (R);D/WB (L);D/WB (RL);22;"6'0""";£13.75K - £19.25K p/w;£6M - £8M;Weak;Very Strong;6.98;3;1818;0;0;0.0;0.36;0.36;-0.36;0.0;0%;0.072;0.2;0.0;0.0;0%;0;0;0;1;0.0;1.08;0.1;83%;43.1;0.1;1.4;4.2;7.6;1.4;18;6.5;1.2;18;3.3;28;1;14.3;12.4;2.2;3.5;9.9;80;56;6;0.7;0.9;0.3;27;0;0;12.5;24.0;No recurring injuries;Below Average;3.5;45;0.2;0;0;0;0;0;0;0;0;0;0;0.9;0.9
Sky Bet Championship;Watford;Mattie Pollock;D (C);;D (C);25;"6'3""";£8.25K - £11K p/w;£4.6M - £7.6M;Reasonable;Very Strong;6.84;1;1899;0;0;0.0;1;1;-1;0.0;0%;0.0833333333333333;0.6;0.0;0.2;8%;0;0;0;0;0.0;0.74;0.0;90%;40.5;0.1;0.2;2.1;0.0;0.0;0;0.0;0.0;0;0.0;2;0;3.4;12.2;0.5;2.6;2.7;77;13;4;0.8;1.3;1.1;5;0;0;9.8;3.7;No recurring injuries;Above Average;6.0;78;1.0;0;0;0;0;0;0;0;0;0;0;1.0;1.4
Sky Bet Championship;Portsmouth;John Swift;DM, AM (C);M (C);DM, M/AM (C);31;"6'0""";£13.5K - £18.5K p/w;£275K - £2.8M;Fairly Strong;Very Strong;6.73;0;1240;0;0;0.0;1;1;-1;0.1;0%;0.0909090909090909;0.8;0.6;0.2;73%;0;0;0;0;0.0;2.31;0.2;88%;41.2;0.2;1.3;2.3;9.4;1.7;17;0.9;0.0;0;1.2;13;4;17.9;10.4;0.5;2.0;4.6;88;8;0;0.4;0.4;0.0;6;0;0;11.4;9.1;No recurring injuries;Above Average;2.2;27;0.1;0;0;0;0;0;0;0;0;0;0;1.0;1.2
Bundesliga;1. FC Nürnberg;Rafael Lubach;M (C);AM (L);DM, M (C), AM (L);21;"5'9""";£15.5K - £24K p/w;£850K - £8.6M;Reasonable;Very Strong;6.80;0;1164;0;0;0.0;0.86;0.86;-0.86;0.1;0%;0.0955555555555556;0.7;0.1;0.3;11%;0;0;0;0;0.0;1.79;0.1;94%;57.6;0.1;0.6;4.9;0.9;0.1;8;0.1;0.0;0;0.2;9;0;5.4;12.8;1.5;2.5;6.6;77;26;1;0.3;0.7;0.1;8;2;0;11.8;14.1;No recurring injuries;Average;1.5;35;0.1;0;0;0;0;0;0;0;0;0;0;1.5;1.5
Sky Bet Championship;Hull;Ryan Giles;WB (L);M/AM (L);D/WB/M/AM (L);26;"6'0""";£14K - £20.5K p/w;£375K - £3.7M;Very Strong;Weak;6.79;0;1382;0;0;0.0;0.15;0.15;-0.15;0.0;0%;0.03;0.3;0.0;0.3;0%;0;0;0;2;0.1;2.08;0.1;91%;54.9;0.2;1.4;8.1;4.2;0.5;12;2.0;0.3;17;1.0;17;4;15.6;12.2;1.8;2.9;7.2;68;40;1;0.3;1.2;0.0;20;0;0;11.9;16.4;No recurring injuries;Average;4.3;45;0.8;0;0;0;0;0;0;0;0;0;0;1.5;1.4
Ligue 2 BKT;Nancy;Antonio Tikvić;D (C);;D (C);22;"6'6""";£2K - £3.5K p/w;£275K - £2.8M;Very Strong;Weak;6.91;0;1379;0;0;0.0;0.75;0.75;-0.75;0.0;0%;0.0833333333333333;0.6;0.1;0.1;22%;0;0;0;1;0.1;1.05;0.1;91%;42.8;0.1;0.2;1.6;0.1;0.0;0;0.1;0.0;0;0.0;6;0;2.5;16.3;0.2;2.7;2.7;60;5;3;0.5;0.5;0.6;12;5;0;10.3;4.8;No recurring injuries;Above Average;5.9;67;1.6;0;0;0;0;0;0;0;0;0;0;0.8;0.6
Sky Bet Championship;Derby;Lewis Travis;DM, M (C);;DM, M (C);29;"6'0""";£19.75K - £28K p/w;£95K - £7.8M;Weak;Very Strong;6.91;0;1870;0;0;0.0;0.42;0.42;-0.42;0.0;0%;0.0466666666666667;0.4;0.1;0.2;22%;0;0;0;3;0.1;2.89;0.1;89%;51.8;0.1;0.8;4.2;0.0;0.0;0;0.0;0.0;0;0.1;13;1;6.5;13.2;1.6;2.6;6.0;83;41;2;0.6;0.7;0.5;25;6;0;11.2;11.1;No recurring injuries;Below Average;1.8;70;0.2;0;0;0;0;0;0;0;0;0;0;0.9;0.8
Sky Bet Championship;Lincoln;Joe Rankin-Costello;M (C);D/WB (R), DM;D/WB (R), DM, M (C);27;"6'0""";£8.75K - £12.5K p/w;£550K - £5.6M;Weak;Very Strong;6.41;0;1151;0;0;0.0;1.92;1.92;-1.92;0.2;0%;0.16;0.9;0.3;0.2;33%;0;0;0;1;0.1;1.74;0.1;0%;0.0;0.4;0.1;0.0;0.0;0.0;0;0.0;0.0;0;0.0;8;0;15.6;9.5;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;4;4;0;0.0;0.0;No recurring injuries;High;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.8;1.3
Sky Bet Championship;Wrexham;Arthur Okonkwo;GK;;GK;25;"6'6""";£10.75K - £14.75K p/w;£300K - £3M;Reasonable;Very Strong;7.02;3;1114;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;76%;25.2;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;2;0;8.2;2.2;0.0;0.0;0.0;0;1;0;0.0;4.5;0.0;0;0;0;5.2;0.0;No recurring injuries;High;0.0;0;0.0;5;4.54;1;78;8;29;2;11;1;0;1.1;0.9
Bundesliga 2;SSV Jahn Regensburg;Steven Benda;GK;;GK;28;"6'4""";£8.25K - £12K p/w;£100K - £1M;Weak;Very Strong;6.79;1;1470;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;72%;24.3;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;9;0;9.7;3.2;0.0;0.0;0.0;0;1;0;0.0;3.3;0.0;1;1;0;5.2;0.0;No recurring injuries;High;0.0;0;0.0;5;9.27;0;80;13;34;12;14;1;0;0.9;0.9
Sky Bet Championship;Swansea;Ben Cabango;D (C);;D (C);26;"6'3""";£7.25K - £10.5K p/w;£300K - £3.1M;Weak;Very Strong;6.72;0;1899;0;0;0.0;0.99;0.99;-0.99;0.0;0%;0.12375;0.4;0.0;0.0;0%;0;0;0;0;0.0;0.15;0.0;90%;41.9;0.0;0.1;1.9;0.0;0.0;100;0.0;0.0;100;0.0;1;0;3.9;15.2;0.8;2.6;2.1;85;20;3;0.6;1.7;0.9;14;8;1;10.4;5.1;No recurring injuries;Below Average;4.9;76;0.7;0;0;0;0;0;0;0;0;0;0;1.5;1.1
Ligue 1 McDonald's;Reims;Cédric Kipré;D (C);;D (C);30;"6'4""";£24K - £28K p/w;£325K - £9.2M;Weak;Very Strong;6.62;0;1117;0;0;0.0;0.54;0.54;-0.54;0.0;0%;0.108;0.4;0.1;0.0;20%;0;0;0;1;0.1;0.06;0.0;94%;43.6;0.2;0.2;2.2;0.1;0.0;0;0.1;0.0;0;0.0;2;0;2.9;13.7;0.7;2.4;2.9;69;13;2;0.4;0.8;0.6;8;1;0;9.7;3.3;No recurring injuries;Below Average;4.9;61;0.6;0;0;0;0;0;0;0;0;0;0;0.7;1.3
Sky Bet Championship;QPR;Jake Clarke-Salter;D (C);;D (C);29;"6'2""";£12.25K - £17.25K p/w;£200K - £2M;Very Strong;Fairly Strong;6.71;0;1932;0;0;0.0;0.93;0.93;-0.93;0.0;0%;0.11625;0.4;0.1;0.1;25%;0;0;0;1;0.0;0.51;0.0;93%;41.6;0.0;0.1;2.0;0.0;0.0;0;0.0;0.0;0;0.0;2;0;3.2;14.6;0.6;3.0;3.2;68;19;2;0.6;1.0;0.7;14;4;0;9.9;3.2;No recurring injuries;High;5.9;57;1.3;0;0;0;0;0;0;0;0;0;0;1.2;1.5
Ligue 1 McDonald's;Troyes;Khaly;D (C);;D (C);23;"6'4""";£5.75K - £8.5K p/w;£2.5M - £5.4M;Reasonable;Very Strong;6.82;0;1440;0;0;0.0;2.29;2.29;-2.29;0.1;0%;0.254444444444444;0.6;0.2;0.2;33%;0;0;0;0;0.0;0.36;0.0;90%;42.8;0.1;0.1;2.2;0.1;0.1;50;0.1;0.1;50;0.1;2;0;2.9;15.9;0.8;2.3;2.4;86;14;1;0.7;1.3;1.8;8;2;0;9.9;3.4;No recurring injuries;Low;4.3;80;1.5;0;0;1;0;0;0;0;0;0;0;1.2;1.4
Sky Bet Championship;Stoke;Daniel Barlaser;DM;;DM, M (C);29;"6'0""";£13.75K - £18.25K p/w;£700K - £7M;Reasonable;Very Strong;6.78;0;1107;0;0;0.0;0.75;0.75;-0.75;0.1;0%;0.125;0.5;0.0;0.2;0%;0;0;0;1;0.1;3.21;0.3;91%;49.8;0.5;1.1;5.3;0.1;0.0;0;0.1;0.0;0;0.4;5;1;7.3;9.8;1.2;1.5;5.6;88;17;0;0.4;0.7;0.0;13;1;0;11.8;10.8;No recurring injuries;Below Average;1.8;36;0.0;0;0;0;0;0;0;0;0;0;0;0.8;1.7
Sky Bet Championship;Wrexham;Josh Wilson-Esbrand;D (L);WB (L);D/WB (L);23;"5'9""";£5.25K - £7.5K p/w;£110K - £1.1M;Very Strong;Reasonable;6.76;0;1332;0;0;0.0;0.71;0.71;-0.71;0.0;0%;0.1775;0.3;0.1;0.0;25%;0;0;0;0;0.0;0.83;0.1;91%;55.3;0.1;0.6;8.4;2.3;0.5;23;2.3;0.5;24;1.1;21;2;14.7;11.8;1.8;3.4;6.9;93;28;2;0.7;1.1;0.4;19;4;0;11.4;14.5;No recurring injuries;High;3.6;57;0.2;0;0;0;0;0;0;0;0;0;0;1.1;0.9
Sky Bet Championship;Cardiff;Will Fish;D (C);;D (C);23;"6'1""";£11K - £15.5K p/w;£5.6M - £8.6M;Weak;Very Strong;6.79;0;1973;0;0;0.0;0.77;0.77;-0.77;0.0;0%;0.11;0.3;0.0;0.0;14%;0;0;0;0;0.0;0.52;0.0;90%;42.0;0.1;0.2;2.6;0.1;0.0;50;0.1;0.0;50;0.0;6;2;3.7;13.7;0.5;2.9;2.2;79;14;4;0.6;0.9;1.0;4;2;1;10.4;3.5;No recurring injuries;Below Average;5.8;57;1.0;0;0;0;0;0;0;0;0;0;0;1.4;1.3
Premier League;TND;Christian Marques;D (C);;D (C);23;"6'2""";£4.5K - £6.5K p/w;Unknown;Very Weak;Very Weak;6.93;1;1350;0;0;0.0;1.61;1.61;-1.61;0.1;0%;0.20125;0.5;0.0;0.2;0%;0;0;0;1;0.1;0.88;0.1;91%;42.3;0.3;0.2;1.5;0.0;0.0;0;0.0;0.0;0;0.1;7;0;2.3;18.3;0.5;3.1;2.9;78;9;2;0.6;0.7;0.7;6;2;0;10.0;3.7;No recurring injuries;Average;5.8;64;1.3;0;0;0;0;0;0;0;0;0;0;1.3;1.3
Sky Bet Championship;Cardiff;Perry Ng;D (R);D (LC), WB (R);D (RLC), WB (R);30;"5'11""";£20.5K - £29K p/w;£4.7M - £7.6M;Weak;Very Strong;6.85;0;1948;0;0;0.0;0.91;0.91;-0.91;0.0;0%;0.13;0.3;0.1;0.2;43%;0;0;0;1;0.0;1.29;0.1;90%;57.2;0.1;0.4;7.8;1.9;0.1;4;1.9;0.1;5;1.0;18;1;14.7;11.4;1.0;4.2;5.9;66;32;1;0.4;0.5;1.1;39;9;0;11.4;15.9;No recurring injuries;Below Average;4.4;70;0.1;0;0;0;0;0;0;0;0;0;0;1.4;1.3
Bundesliga 2;Fortuna Düsseldorf;Niklas Niehoff;WB (R);D (R);D/WB/M/AM (R);22;"6'2""";£6.75K - £10.75K p/w;£190K - £1.9M;Reasonable;Very Strong;6.82;0;1260;0;0;0.0;0.26;0.26;-0.26;0.0;0%;0.0866666666666667;0.2;0.0;0.1;0%;0;0;0;0;0.0;1.14;0.1;86%;48.4;0.1;1.6;5.2;5.1;1.1;22;4.3;1.0;23;3.3;17;4;21.0;8.4;2.8;2.7;9.0;93;42;2;0.7;0.9;0.2;12;0;0;13.0;24.3;No recurring injuries;Average;4.3;52;0.3;0;0;0;0;0;0;0;0;0;0;0.8;1.3
Sky Bet Championship;Stockport;Josh Dacres-Cogley;D/WB (R);;D/WB (R);30;"5'9""";£5.5K - £8K p/w;£60K - £600K;Weak;Very Strong;6.67;1;2040;0;0;0.0;1.73;1.73;-1.73;0.1;0%;0.133076923076923;0.6;0.1;0.1;15%;1;0;0;2;0.1;1.95;0.1;89%;51.2;0.1;0.7;6.5;3.0;0.4;11;3.0;0.4;12;0.8;19;0;13.7;9.8;1.7;3.1;6.5;81;48;1;0.5;1.3;0.3;18;1;1;11.6;15.7;No recurring injuries;Below Average;3.5;67;0.2;0;0;0;0;0;0;0;0;0;0;1.2;1.5
Jupiler Pro League;Dender EH;Gauthier Gallon;GK;;GK;33;"6'1""";£10K - £14.25K p/w;£55K - £550K;Weak;Very Strong;6.62;0;1482;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;77%;25.2;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;4;0;7.7;4.5;0.2;0.0;0.0;67;6;0;0.0;4.3;0.0;0;0;0;5.5;0.0;No recurring injuries;Below Average;0.0;0;0.0;3;6.08;0;76;12;39;10;23;6;67;1.1;1.4
Premier League;Estrela da Amadora SAD;Max Scholze;D (R);;D/WB (R);21;"6'0""";£1.5K - £2.3K p/w;Unknown;Very Weak;Very Weak;6.77;1;1239;0;0;0.0;0.57;0.57;-0.57;0.0;0%;0.07125;0.6;0.1;0.3;13%;0;0;0;1;0.1;0.91;0.1;88%;49.8;0.1;0.7;6.5;1.5;0.3;19;1.5;0.3;19;1.7;12;2;18.5;8.8;1.6;3.6;7.5;79;28;0;0.4;0.4;0.3;17;1;0;11.7;16.4;No recurring injuries;Above Average;3.4;64;0.2;0;0;0;0;0;0;0;0;0;0;1.0;1.3
Bundesliga 2;SG Dynamo Dresden;Kofi Amoako;DM;D/M (C);D (C), DM, M (C);21;"6'1""";£3.9K - £6K p/w;£275K - £2.7M;Reasonable;Very Strong;6.84;0;1038;0;0;0.0;0.09;0.09;-0.09;0.0;0%;0.03;0.3;0.2;0.2;67%;1;0;0;1;0.1;0.4;0.0;93%;50.5;0.0;0.8;4.7;0.2;0.0;0;0.2;0.0;0;0.1;8;0;7.1;11.4;1.8;2.6;6.3;88;24;0;0.8;0.9;0.3;11;2;1;12.0;12.1;No recurring injuries;Below Average;3.4;67;0.3;0;0;0;0;0;0;0;0;0;0;0.9;1.2
Bundesliga 2;Hertha BSC;Yannis Hör;D (R);D (LC);D (RLC);21;"6'1""";£5.25K - £5.75K p/w;£130K - £1.3M;Weak;Very Strong;6.93;1;1070;0;0;0.0;0.55;0.55;-0.55;0.0;0%;0.0916666666666667;0.5;0.0;0.2;0%;0;0;0;1;0.1;2.02;0.2;83%;52.5;0.1;0.5;7.7;1.9;0.2;9;1.9;0.2;9;1.0;9;0;10.9;12.5;1.9;4.4;8.0;85;26;0;0.5;0.9;0.3;10;2;0;12.0;14.0;No recurring injuries;Above Average;5.5;66;0.6;0;0;0;0;0;0;0;0;0;0;1.5;0.7
Sky Bet Championship;Middlesbrough;Dael Fry;D (C);;D (C);29;"6'3""";£20.5K - £28K p/w;£8M - £10.5M;Reasonable;Very Strong;6.87;1;1999;0;0;0.0;1.82;1.82;-1.82;0.1;0%;0.121333333333333;0.7;0.2;0.1;27%;0;0;0;0;0.0;0.8;0.0;91%;42.9;0.0;0.2;1.4;0.0;0.0;0;0.0;0.0;0;0.0;5;1;3.0;14.8;0.6;2.8;2.6;76;17;4;0.7;0.9;0.5;6;2;0;10.1;3.9;No recurring injuries;High;5.5;76;1.3;0;0;0;0;0;0;0;0;0;0;0.9;1.4
