Division;Club;Player;Best Pos;Sec. Position;Position;Age;Height;Wage;Transfer Value;Left Foot;Right Foot;Rating;PoM;Minutes;Goals;Mins/Gl;Goals per 90 minutes;xG;NP-xG;xG-OP;xG/90;Conv %;xG/shot;Shot/90;ShT/90;Shots From Outside The Box Per 90 minutes;Shot %;Goals From Outside The Box;Pens;Pen/R;Assists;Asts/90;xA;xA/90;Pas %;Ps A/90;Ch C/90;OP-KP/90;Pr passes/90;Crs A/90;Cr C/90;Cr C/A;OP-Crs A/90;OP-Crs C/90;OP-Cr %;Drb/90;Fouls Against;Off;Poss Lost/90;Poss Won/90;Tck/90;Int/90;Pres A/90;Tck R;Tck A;K Tck;Blk/90;Clr/90;Shts Blckd/90;Fouls Made;Yel;Red cards;Dist/90;Sprints/90;Recurring Injury;Injury Susceptibility;Aer A/90;Hdr %;K Hdrs/90;Clean Sheets;xGP;MLG;Sv %;Svh;Svp;Svt;Goals Conceded;Pens Faced;Pens Saved Ratio;Tgls/90;Tcon/90
First Division;Girona;Rubén Blanco;GK;;GK;31;"6'2""";£16.25K - £23.5K p/w;£1M;Fairly Strong;Very Strong;6.68;0;1260;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;82%;24.4;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;1;0;9.5;3.9;0.0;0.1;0.0;0;0;0;0.0;2.5;0.0;0;0;0;5.7;0.0;No recurring injuries;High;0.0;0;0.0;5;-1.86;0;74;14;23;12;17;0;0;1.9;1.2
Second Division;S. Gijón;Rubén Yáñez;GK;;GK;33;"6'3""";£10K - £16.25K p/w;Not for Sale;Reasonable;Very Strong;6.69;4;3150;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;84%;23.7;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;18;0;6.6;4.0;0.0;0.0;0.0;14;7;0;0.0;2.4;0.0;0;0;0;4.9;0.0;No recurring injuries;Below Average;0.0;0;0.0;8;-3.44;2;68;26;48;21;44;7;14;1.4;1.3
First Division;Burgos;Ander Cantero;GK;;GK;32;"6'2""";£8.25K - £13.25K p/w;£35K - £375K;Very Strong;Weak;6.36;1;2880;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;80%;24.8;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;12;0;9.1;2.9;0.0;0.0;0.0;0;3;0;0.0;4.1;0.0;0;0;0;5.7;0.0;No recurring injuries;Below Average;0.0;0;0.0;3;-6.46;0;66;30;67;27;62;3;0;0.7;1.9
First Division;Atlético Pamplona;Lucas Torró;DM;;DM, M (C);32;"6'3""";£35K - £52K p/w;Not for Sale;Fairly Strong;Very Strong;6.93;0;2501;0;0;0.0;2.36;2.36;-2.36;0.1;0%;0.131111111111111;0.6;0.2;0.2;28%;0;0;0;1;0.0;4.76;0.2;93%;58.6;0.2;0.6;5.2;0.1;0.0;50;0.1;0.0;50;0.1;15;1;5.9;12.8;1.0;2.8;6.7;61;46;4;0.6;0.8;0.4;14;4;0;11.5;11.2;No recurring injuries;Below Average;2.9;60;0.4;0;0;0;0;0;0;0;0;0;0;1.2;1.4
First Division;Granada;Loïc Williams;D (C);;D (C);25;"6'2""";£34K - £38.5K p/w;£4.4M - £7.2M;Very Strong;Weak;6.67;1;2597;0;0;0.0;0.74;0.74;-0.74;0.0;0%;0.074;0.3;0.1;0.1;30%;0;0;0;1;0.0;0.42;0.0;90%;43.1;0.1;0.1;2.0;0.0;0.0;0;0.0;0.0;0;0.0;12;0;3.3;16.1;0.9;2.8;2.8;81;31;10;0.6;0.8;1.4;23;6;0;10.6;3.7;No recurring injuries;Average;4.9;70;0.9;0;0;0;0;0;0;0;0;0;0;1.1;1.8
First Division;Valencia;César Tárrega;D (C);DM;D (C), DM;25;"6'4""";£34K - £38.5K p/w;£61M - £72M;Reasonable;Very Strong;6.94;0;2959;0;0;0.0;1.8;1.8;-1.8;0.1;0%;0.1;0.5;0.0;0.2;6%;1;0;0;2;0.1;1.59;0.0;92%;53.1;0.2;0.1;2.2;0.0;0.0;0;0.0;0.0;0;0.0;6;0;2.6;18.3;0.5;3.0;2.5;94;17;3;0.5;0.5;0.9;11;3;0;10.1;4.2;No recurring injuries;Average;5.3;77;1.1;0;0;0;0;0;0;0;0;0;0;1.1;1.3
Jupiler Pro League;RWDM Brussels;Xavi Quintillà;D (L);;D (LC);30;"5'10""";£4.5K - £7K p/w;£750K - £1.7M;Very Strong;Weak;6.74;0;2117;0;0;0.0;0.1;0.1;-0.1;0.0;0%;0.1;0.0;0.0;0.0;0%;0;0;0;2;0.1;3.49;0.1;88%;56.2;0.1;1.1;7.4;3.9;0.6;14;2.6;0.5;18;0.5;12;1;11.3;15.0;1.7;2.8;6.6;68;60;1;0.3;0.9;0.8;36;2;0;11.8;16.5;No recurring injuries;High;3.5;48;0.4;0;0;0;0;0;0;0;0;0;0;1.2;1.2
Second Division;F.C. Andorra;Gael Alonso;D (C);;D (C);24;"6'0""";£1.3K - £1.8K p/w;£80K - £800K;Reasonable;Very Strong;6.58;0;1758;0;0;0.0;0.79;0.79;-0.79;0.0;0%;0.112857142857143;0.4;0.0;0.1;0%;0;0;0;0;0.0;0.72;0.0;89%;40.4;0.0;0.1;2.0;0.1;0.0;0;0.1;0.0;0;0.0;5;0;4.2;13.3;0.4;2.3;2.8;70;10;0;0.4;0.7;1.1;13;5;2;9.5;3.3;No recurring injuries;Below Average;4.9;73;0.6;0;0;0;0;0;0;0;0;0;0;1.0;0.9
Second Division;Córdoba;Iker Álvarez;GK;;GK;25;"6'3""";£10.5K - £12K p/w;£160K - £1.6M;Weak;Very Strong;6.93;2;2880;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;86%;23.1;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;7;0;5.5;4.3;0.0;0.0;0.0;0;1;0;0.0;2.0;0.0;4;4;0;6.2;0.0;No recurring injuries;Below Average;0.0;0;0.0;8;5.85;0;76;21;56;18;29;1;0;1.2;0.9
Eredivisie;FC Groningen;Etienne Vaessen;GK;;GK;31;"6'2""";£1.2K - £2K p/w;£140K - £1.4M;Weak;Very Strong;6.69;1;2640;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;77%;23.9;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;13;0;9.4;3.0;0.0;0.0;0.0;0;4;0;0.0;3.7;0.0;3;3;0;4.6;0.0;No recurring injuries;Below Average;0.0;0;0.0;7;4.29;0;70;15;54;18;37;4;0;1.2;1.3
Bundesliga;FC Augsburg;Chrislain Matsima;D (C);D (R);D (RC);24;"6'4""";£34K - £47.5K p/w;£16.5M - £27M;Weak;Very Strong;7.02;2;2494;0;0;0.0;1.62;1.62;-1.62;0.1;0%;0.0852631578947368;0.7;0.1;0.3;11%;2;0;0;1;0.0;1.85;0.1;94%;42.8;0.1;0.1;2.0;0.0;0.0;100;0.0;0.0;100;0.0;11;0;2.3;14.5;0.3;2.9;2.5;60;15;3;0.6;0.9;0.5;12;4;0;10.6;3.9;No recurring injuries;Below Average;6.0;77;1.1;0;0;0;0;0;0;0;0;0;0;0.8;1.0
Premier League;Torreense;Anas Bakhat;AM (C);DM, ST (C);DM, M/AM (C), ST (C);26;"6'0""";£1.7K - £2.7K p/w;£18K - £60K;Reasonable;Very Strong;6.43;0;1167;0;0;0.0;1.52;1.52;-1.52;0.1;0%;0.138181818181818;0.8;0.3;0.2;36%;0;0;0;1;0.1;1.49;0.1;92%;12.4;0.4;0.3;0.7;1.8;0.2;8;0.1;0.0;0;0.2;9;0;16.0;7.7;0.1;0.4;1.5;50;2;0;0.0;0.1;0.0;0;0;0;2.7;1.6;No recurring injuries;Very High;0.9;33;0.1;0;0;0;0;0;0;0;0;0;0;0.8;2.1
Serie A;Sampdoria;Alex Ferrari;D (C);D (R);D (RC);32;"6'3""";£11.75K - £17K p/w;£20K - £70K;Reasonable;Very Strong;6.53;0;2338;0;0;0.0;0.26;0.26;-0.26;0.0;0%;0.065;0.2;0.0;0.1;25%;0;0;0;1;0.0;1.26;0.0;88%;39.9;0.1;0.2;1.8;0.0;0.0;0;0.0;0.0;0;0.0;4;0;6.2;9.5;0.7;2.9;2.5;78;23;3;1.0;1.3;0.6;9;3;0;8.7;3.2;No recurring injuries;Very Low;5.1;70;1.3;0;0;0;0;0;0;0;0;0;0;1.1;1.5
Ligue 2 BKT;Rodez;Mathis Magnin;D (C);DM;D (C), DM;25;"6'3""";£3.4K - £4.5K p/w;£120K - £1.2M;Weak;Very Strong;6.80;0;2610;0;0;0.0;1.03;1.03;-1.03;0.0;0%;0.0686666666666667;0.5;0.1;0.3;20%;1;0;0;0;0.0;1.14;0.0;93%;41.0;0.0;0.1;1.7;0.0;0.0;0;0.0;0.0;0;0.0;8;1;4.6;14.1;0.5;3.1;2.6;83;18;2;0.4;1.1;0.7;15;3;0;9.0;4.2;No recurring injuries;Below Average;6.2;68;1.0;0;0;0;0;0;0;0;0;0;0;0.9;0.9
Bundesliga;Borussia Dortmund;Gregor Kobel;GK;;GK;29;"6'5""";£135K - £150K p/w;£50M;Weak;Very Strong;6.93;3;3420;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;88%;24.9;0.0;0.0;0.2;0.0;0.0;0;0.0;0.0;0;0.0;10;0;4.4;6.3;0.1;0.1;0.0;50;8;2;0.0;1.3;0.0;2;2;0;5.5;0.0;No recurring injuries;Above Average;0.0;0;0.0;12;3.94;1;76;42;64;20;44;8;50;1.7;1.2
Serie A;Sampdoria;Lorenzo Venuti;D (R);D (L);D (RL), WB (R);31;"5'9""";£8.25K - £12.75K p/w;£95K - £950K;Reasonable;Very Strong;6.54;0;1067;0;0;0.0;0.06;0.06;-0.06;0.0;0%;0.06;0.1;0.0;0.0;0%;0;0;0;0;0.0;1.29;0.1;86%;42.0;0.1;1.7;4.2;3.5;0.5;14;3.5;0.5;14;1.9;10;1;18.9;5.4;2.9;2.3;8.8;81;42;1;0.4;0.9;1.1;30;1;0;10.1;19.5;No recurring injuries;Very Low;3.0;60;0.3;0;0;1;0;0;0;0;0;0;0;0.4;1.4
Bundesliga;FC Augsburg;Cédric Zesiger;D (C);D (L);D (LC);28;"6'4""";£21.5K - £29K p/w;£3.4M - £7.2M;Very Strong;Weak;6.68;0;1671;0;0;0.0;1.01;1.01;-1.01;0.1;0%;0.12625;0.4;0.1;0.1;25%;0;0;0;0;0.0;0.98;0.1;93%;43.4;0.1;0.2;2.6;0.3;0.1;33;0.3;0.1;33;0.1;4;1;3.7;11.6;0.7;2.6;3.6;76;17;2;0.5;0.4;0.4;18;6;0;9.7;4.5;No recurring injuries;Above Average;5.4;76;1.0;0;0;0;0;0;0;0;0;0;0;0.8;0.9
Serie A;Cagliari;Alessandro Deiola;M (C);DM;DM, M (C);31;"6'3""";£9.75K - £15K p/w;Not for Sale;Reasonable;Very Strong;6.39;0;2660;0;0;0.0;0.88;0.88;-0.88;0.0;0%;0.0977777777777778;0.3;0.1;0.1;22%;1;0;0;2;0.1;2.03;0.1;0%;0.0;0.1;0.1;0.0;0.0;0.0;0;0.0;0.0;0;0.0;18;0;21.1;8.1;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;1;1;0;0.0;0.0;No recurring injuries;Very Low;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.6;1.3
Serie A;Celesti;Ivan Provedel;GK;;GK;33;"6'4""";£70K - £100K p/w;Not for Sale;Weak;Very Strong;6.91;6;3240;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0.05;0.0;84%;24.9;0.0;0.0;0.4;0.0;0.0;0;0.0;0.0;0;0.0;11;0;6.0;5.2;0.0;0.1;0.0;20;5;0;0.0;2.4;0.0;0;0;0;5.2;0.0;No recurring injuries;Very Low;0.0;0;0.0;14;2;1;73;30;67;18;42;5;20;1.1;1.2
Serie BKT;Pisa;Simone Scuffet;GK;;GK;30;"6'4""";£25.5K - £29.5K p/w;£275K - £2.7M;Weak;Very Strong;7.59;4;2700;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;65%;20.2;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;12;0;1.1;0.5;0.0;0.0;0.0;100;1;0;0.0;0.4;0.0;0;0;0;0.5;0.0;No recurring injuries;Very Low;0.0;0;0.0;21;2.37;0;91;2;5;4;16;1;100;0.2;0.1
Bundesliga;Borussia M'gladbach;Nico Elvedi;D (C);D (R);D (RC);30;"6'2""";£44K - £60K p/w;£5.4M - £6.8M;Fairly Strong;Very Strong;6.80;0;2095;0;0;0.0;1.64;1.64;-1.64;0.1;0%;0.126153846153846;0.6;0.1;0.2;15%;0;0;0;0;0.0;1.38;0.1;93%;51.6;0.0;0.2;2.1;0.2;0.0;25;0.2;0.0;25;0.2;9;0;3.1;12.2;0.7;2.9;2.7;89;18;4;0.8;0.9;0.8;13;3;0;10.3;4.6;No recurring injuries;Above Average;5.0;71;0.8;0;0;0;0;0;0;0;0;0;0;0.9;1.3
Second Division;Espanyol;Ulisses Garcia;D (L);;D/WB (L);31;"6'0""";£11.5K - £14.5K p/w;£6M - £7.6M;Very Strong;Weak;7.09;1;2331;0;0;0.0;0.41;0.41;-0.41;0.0;0%;0.1025;0.2;0.0;0.0;25%;0;0;0;3;0.1;2.82;0.1;88%;48.3;0.3;1.3;5.8;5.5;1.2;21;5.5;1.2;22;5.0;22;6;17.9;11.0;2.5;3.3;9.6;78;82;2;0.6;0.8;0.2;54;6;0;12.9;26.8;No recurring injuries;Average;3.1;53;0.2;0;0;0;0;0;0;0;0;0;0;1.2;1.0
Serie A;Bergamo;Berat Djimsiti;D (C);;D (C);34;"6'3""";£21.5K - £32K p/w;Not for Sale;Reasonable;Very Strong;7.03;0;2160;0;0;0.0;0.8;0.8;-0.8;0.0;0%;0.2;0.2;0.0;0.0;0%;0;0;0;1;0.0;0.64;0.0;93%;46.4;0.1;0.1;3.0;0.0;0.0;0;0.0;0.0;0;0.0;5;0;3.4;13.6;0.9;3.0;3.0;100;21;4;0.4;0.8;0.5;17;5;0;9.4;4.7;No recurring injuries;Very Low;5.0;77;1.1;0;0;1;0;0;0;0;0;0;0;1.3;1.2
Ligue 1 McDonald's;FC Lorient;Yvon Mvogo;GK;;GK;32;"6'2""";£11K - £15.25K p/w;£1.2M - £2.8M;Weak;Very Strong;6.63;0;2366;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;71%;25.7;0.0;0.0;0.1;0.0;0.0;0;0.0;0.0;0;0.0;12;0;14.1;3.7;0.0;0.1;0.0;0;3;0;0.0;3.7;0.0;0;0;0;5.7;0.0;No recurring injuries;Below Average;0.0;0;0.0;5;0.93;1;71;24;50;14;36;3;0;0.9;1.4
Serie BKT;SSC Bari;Francesco Vicari;D (C);;D (C);32;"6'2""";£15.25K - £22K p/w;Not for Sale;Weak;Very Strong;7.78;0;1170;0;0;0.0;0.98;0.98;-0.98;0.1;0%;0.163333333333333;0.5;0.2;0.0;33%;0;0;0;1;0.1;0;0.0;73%;20.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;15;0;0.0;0.0;2.0;0.0;0.0;96;27;0;0.0;0.0;0.0;14;0;0;0.0;0.0;No recurring injuries;Very Low;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.0;0.0
Eredivisie;NAC Breda;Daniel Bielica;GK;;GK;27;"6'3""";£1.2K - £1.9K p/w;£4K - £40K;Weak;Very Strong;6.58;1;2160;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;67%;23.9;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;14;0;13.0;2.3;0.0;0.0;0.0;0;2;0;0.0;3.9;0.0;1;1;0;5.2;0.0;No recurring injuries;Very Low;0.0;0;0.0;6;7.31;1;71;17;42;14;29;2;0;1.0;1.2
Jupiler Pro League;OH Leuven;Łukasz Łakomy;M (C);AM (C);DM, M/AM (C);26;"6'0""";£4.3K - £7.25K p/w;£170K - £1.7M;Very Strong;Strong;6.75;0;2177;0;0;0.0;0.87;0.87;-0.87;0.0;0%;0.10875;0.3;0.0;0.1;13%;0;0;0;3;0.1;6.42;0.3;91%;51.9;0.3;1.1;6.1;0.2;0.1;33;0.2;0.1;33;0.2;16;1;5.7;12.5;1.2;2.2;5.8;71;41;1;0.6;1.1;0.2;12;1;0;11.1;10.8;No recurring injuries;Below Average;1.4;26;0.0;0;0;0;0;0;0;0;0;0;0;1.2;1.1
Eredivisie;FC Utrecht;Michał Karbownik;D (R);WB (RL), DM, M (C);D/WB (RL), DM, M (C);26;"5'9""";£6.5K - £11.25K p/w;£4.9M - £8M;Reasonable;Very Strong;6.77;0;1147;0;0;0.0;1;1;-1;0.1;0%;0.2;0.4;0.1;0.2;20%;0;0;0;2;0.2;1.77;0.1;88%;51.6;0.2;1.0;7.0;2.5;0.5;21;2.5;0.5;22;1.3;12;1;15.0;11.5;2.5;2.3;6.4;91;35;1;0.5;1.2;0.4;15;2;1;11.4;13.7;No recurring injuries;Above Average;4.3;44;0.2;0;0;0;0;0;0;0;0;0;0;1.4;1.1
Premier League;Rio Ave;Cezary Miszta;GK;;GK;25;"6'4""";£5.5K - £7.75K p/w;£4.5M - £9.2M;Reasonable;Very Strong;6.84;4;2430;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;89%;24.1;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;9;0;5.8;4.7;0.1;0.0;0.0;29;7;0;0.0;1.6;0.0;0;0;0;6.8;0.0;No recurring injuries;Very Low;0.0;0;0.0;7;5.08;0;78;23;68;13;31;7;29;1.0;1.1
Serie BKT;Südtirol;Alessio Cragno;GK;;GK;32;"6'0""";£15.5K - £23K p/w;Not for Sale;Weak;Very Strong;7.04;0;2700;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;60%;20.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;19;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;0.0;No recurring injuries;Very Low;0.0;0;0.0;6;0;0;0;0;0;0;37;0;0;0.0;0.0
Serie A;Parthenope;Pasquale Mazzocchi;WB (R);D/WB (L), M (R);D/WB (RL), M (R);31;"5'11""";£27K - £31.5K p/w;£2.4M - £5.2M;Reasonable;Very Strong;7.00;2;1055;0;0;0.0;0.41;0.41;-0.41;0.0;0%;0.1025;0.3;0.1;0.2;25%;0;0;0;2;0.2;1.17;0.1;89%;40.9;0.1;2.0;4.4;6.2;1.8;28;6.2;1.8;29;3.4;10;0;19.3;9.5;2.2;2.6;9.7;74;35;1;0.5;1.3;0.3;13;3;0;11.8;24.1;No recurring injuries;Very Low;1.7;25;0.3;0;0;0;0;0;0;0;0;0;0;1.7;0.7
Serie A;AS Roma;Pierluigi Gollini;GK;;GK;32;"6'4""";£19.5K - £30K p/w;£120K - £1.2M;Weak;Very Strong;6.80;2;3450;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;76%;24.7;0.0;0.0;0.1;0.0;0.0;0;0.0;0.0;0;0.0;8;0;8.7;3.8;0.1;0.1;0.0;50;4;0;0.0;3.0;0.0;1;1;0;5.9;0.0;No recurring injuries;Below Average;0.0;0;0.0;13;-1.66;2;73;29;57;17;40;4;50;1.2;1.0
Ligue 2 BKT;FC Nantes;Elseid Hysaj;D (R);D (L), WB (RL);D/WB (RL);33;"6'0""";£9K - £13K p/w;£65K - £650K;Reasonable;Very Strong;6.77;0;1094;0;0;0.0;0.9;0.9;-0.9;0.1;0%;0.1125;0.7;0.1;0.2;13%;0;0;0;1;0.1;1.7;0.1;89%;52.6;0.3;1.2;7.7;2.2;0.1;3;2.2;0.1;4;0.6;4;1;13.7;13.3;1.9;2.3;6.7;85;27;0;0.9;1.2;0.8;8;0;0;11.4;14.0;No recurring injuries;Below Average;3.9;85;0.3;0;0;0;0;0;0;0;0;0;0;1.1;0.7
Premier League;VTSC;Miguel Maga;D (R);M (R);D/WB/M (R);24;"5'9""";£1.8K - £2.9K p/w;£425K - £4.1M;Reasonable;Very Strong;6.76;0;3309;0;0;0.0;4.47;4.47;-4.47;0.1;0%;0.109024390243902;1.1;0.2;0.3;17%;1;0;0;1;0.0;2.1;0.1;89%;51.6;0.2;1.2;7.0;1.8;0.3;16;1.8;0.3;16;1.1;27;5;15.7;9.4;2.0;3.0;6.8;77;94;2;0.7;1.3;0.7;38;1;1;11.2;15.6;No recurring injuries;Above Average;3.9;39;0.3;0;0;0;0;0;0;0;0;0;0;1.6;1.2
Eredivisie;N.E.C.;Eli Dasa;D (R);;D/WB (R);34;"5'10""";£2K - £3.3K p/w;£65K;Reasonable;Very Strong;6.73;0;2260;0;0;0.0;0.03;0.03;-0.03;0.0;0%;0.03;0.0;0.0;0.0;100%;0;0;0;4;0.2;2.74;0.1;87%;44.5;0.1;1.0;4.2;4.5;0.6;13;4.5;0.6;13;3.2;17;1;17.2;10.1;2.3;3.8;9.4;83;70;0;0.7;1.0;0.4;23;1;1;12.4;23.4;No recurring injuries;High;2.8;39;0.2;0;0;0;0;0;0;0;0;0;0;1.0;1.2
Ligue 2 BKT;Red Star FC;Abdoulaye Bamba;D (R);D (L), WB (R);D (RLC), WB (R);36;"6'0""";£1.8K - £2.5K p/w;£0 - £90K;Reasonable;Very Strong;6.70;0;1307;0;0;0.0;0.35;0.35;-0.35;0.0;0%;0.0875;0.3;0.1;0.0;25%;0;0;0;0;0.0;0.43;0.0;85%;49.4;0.3;1.1;6.3;3.6;0.5;13;3.6;0.5;13;1.6;11;3;21.9;8.5;1.7;3.1;7.4;78;32;0;0.5;0.8;0.8;23;0;0;11.7;17.4;No recurring injuries;Below Average;4.3;61;0.6;0;0;0;0;0;0;0;0;0;0;0.9;0.7
Premier League;Bournemouth;Vinicius Tobias;D (R);;D/WB (R);23;"5'10""";£52K - £69K p/w;£31M - £41M;Reasonable;Very Strong;6.66;0;2079;0;0;0.0;1.36;0.59;-1.36;0.1;0%;0.136;0.4;0.1;0.3;30%;0;1;0;2;0.1;1.79;0.1;88%;54.8;0.2;1.2;7.1;2.4;0.4;16;2.3;0.3;15;0.9;5;0;8.9;10.1;1.5;3.2;5.6;65;54;5;0.7;1.0;0.3;15;4;0;12.2;13.1;No recurring injuries;Above Average;3.8;34;0.1;0;0;1;0;0;0;0;0;0;0;1.6;1.7
Serie BKT;Südtirol;Francesco Di Tacchio;DM;;DM, M (C);36;"6'1""";£2.3K - £3.2K p/w;£0 - £65K;Very Strong;Weak;6.76;0;2203;0;0;0.0;1.78;1.78;-1.78;0.1;0%;0.11125;0.7;0.0;0.0;0%;0;0;0;4;0.2;3.71;0.2;67%;23.7;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;33;0;0.0;0.0;2.2;0.0;0.0;86;63;0;0.0;0.0;0.0;57;1;1;0.0;0.0;No recurring injuries;Very Low;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.0;0.0
Serie A;Casciavit;Leonardo Spinazzola;M (L);WB (R);D (L), WB (RL), M (L);34;"6'1""";£43.5K - £50K p/w;£300K - £3M;Fairly Strong;Very Strong;6.79;0;1090;0;0;0.0;0.12;0.12;-0.12;0.0;0%;0.12;0.1;0.0;0.0;0%;0;0;0;2;0.2;2.25;0.2;86%;52.6;0.2;1.6;6.5;5.0;1.0;20;5.0;1.0;20;2.3;12;4;19.9;8.3;1.8;3.5;9.6;79;28;0;0.8;0.7;0.7;10;2;0;12.8;26.7;No recurring injuries;Very Low;2.6;55;0.2;0;0;0;0;0;0;0;0;0;0;1.9;1.1
Ligue 1 McDonald's;Troyes;Mathieu Patouillet;GK;;GK;23;"6'2""";£14K - £15.75K p/w;£475K - £4.7M;Very Strong;Weak;6.60;2;2520;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;83%;24.8;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;4;0;7.0;3.7;0.0;0.1;0.0;20;5;0;0.0;3.0;0.0;1;1;0;5.1;0.0;No recurring injuries;Below Average;0.0;0;0.0;6;3.7;0;72;25;70;19;44;5;20;0.8;1.6
Ligue 1 McDonald's;Auxerre;Kévin Danois;M (C);DM, AM (C);DM, M/AM (C);22;"6'0""";£4.2K - £4.8K p/w;£23M - £28M;Reasonable;Very Strong;6.48;0;2316;0;0;0.0;2.13;2.13;-2.13;0.1;0%;0.0968181818181818;0.9;0.3;0.3;41%;0;0;0;1;0.0;2.17;0.1;88%;11.8;0.2;0.2;1.2;0.5;0.2;35;0.2;0.1;75;0.2;22;1;12.0;11.5;0.2;0.3;1.4;100;5;1;0.1;0.1;0.1;5;3;0;1.9;1.5;No recurring injuries;Below Average;0.3;33;0.0;0;0;0;0;0;0;0;0;0;0;1.2;1.1
Serie A;Cagliari;Pedro Obiang;DM, M (C);;DM, M (C);34;"6'1""";£4.2K - £6K p/w;£10K - £110K;Weak;Very Strong;6.33;0;1268;0;0;0.0;0.5;0.5;-0.5;0.0;0%;0.125;0.3;0.0;0.1;0%;0;0;0;1;0.1;3.11;0.2;0%;0.0;0.2;0.1;0.0;0.0;0.0;0;0.0;0.0;0;0.0;8;0;24.4;8.6;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;4;4;0;0.0;0.0;No recurring injuries;Very Low;0.0;0;0.0;0;0;0;0;0;0;0;0;0;0;0.4;1.1
Sky Bet Championship;Millwall;Zak Sturge;D (L);WB (L);D/WB (L);22;"6'1""";£9K - £12K p/w;£210K - £2.1M;Very Strong;Weak;6.64;0;1996;0;0;0.0;0.56;0.56;-0.56;0.0;0%;0.14;0.2;0.0;0.0;25%;0;0;0;1;0.0;1.3;0.1;86%;54.1;0.1;0.7;6.0;1.7;0.1;7;1.7;0.1;8;1.2;13;1;16.3;9.6;2.0;3.6;6.8;88;51;2;0.6;1.3;0.3;29;3;1;12.0;15.5;No recurring injuries;Above Average;3.9;61;0.3;0;0;0;0;0;0;0;0;0;0;1.2;1.1
Serie BKT;Cremonese;Marco Silvestri;GK;;GK;36;"6'3""";£6.75K - £11.25K p/w;£80K - £800K;Weak;Very Strong;7.11;0;2700;0;0;0.0;0;0;0;0.0;0%;0;0.0;0.0;0.0;0%;0;0;0;0;0.0;0;0.0;60%;20.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0;0.0;11;0;0.0;0.0;0.0;0.0;0.0;0;0;0;0.0;0.0;0.0;0;0;0;0.0;0.0;No recurring injuries;Very Low;0.0;0;0.0;8;0;0;0;0;0;0;36;0;0;0.0;0.0
